Date,Teams,Type,League,Odds,Staked,Won?,Returns,Profit,Final Bankroll,,Stake,£1.97,,,,,,,,,,
16/01/2020,Almería vs Real Oviedo,Over 0.5/1.0 FH Goal Line,Spain Segunda,1.675,£2.18,n,£0.00,-£2.18,,,,,,,,,,,,,,
16/01/2020,Al Masry vs Aswan,Over 0.5/1.0 FH Goal Line,Egypt,1.800,£2.18,y,£3.92,£1.74,£84.59,,,,,,,,,,,,,
17/01/2020,Fulham vs Middlesbrough,Over 0.5/1.0 FH Goal Line,Championship,1.475,£2.11,hw,£2.61,£0.50,,,,,,,,,,,,,,
17/01/2020,Leganes vs Getafe,Over 3 Match Cards,La Liga,1.100,£2.11,y,£2.32,£0.21,,,,,,,,,,,,,,
17/01/2020,Leganes vs Getafe,Over 4 Match Cards,La Liga,1.200,£2.11,y,£2.53,£0.42,,,,,,,,,,,,,,
17/01/2020,Porto vs Sporting Braga,Over 0.5/1.0 FH Goal Line,Primeira Liga,1.525,£2.11,hw,£2.66,£0.55,,,,,,,,,,,,,,
17/01/2020,Excelsior vs Telstar,BTTS Yes,Eerste Divisie,1.500,£2.11,y,£3.17,£1.06,,,,,,,,,,,,,,
17/01/2020,MVV vs NEC,Over 10 Match Corners,Eerste Divisie,1.720,£2.11,y,£3.63,£1.52,,,,,,,,,,,,,,
17/01/2020,MVV vs NEC,Over 9 Match Corners,Eerste Divisie,1.440,£2.11,y,£3.04,£0.93,,,,,,,,,,,,,,
17/01/2020,Ankaragücü vs Konyaspor,Over 0.5/1.0 FH Goal Line,Super-Lig,1.650,£2.11,n,£0.00,-£2.11,,,,,,,,,,,,,,
17/01/2020,Adelaide United vs Melbourne Victory,Over 2.5 Goals,A-League,1.575,£2.11,n,£0.00,-£2.11,£85.56,,,,,,,,,,,,,
18/01/2020,Brighton & Hove Albion vs Aston Villa,Over 0.5/1.0 FH Goal Line,Premier League,1.400,£2.14,hw,£2.57,£0.43,,,,,,,,,,,,,,
18/01/2020,Southampton vs Wolverhampton Wanderers,Over 0.5/1.0 FH Goal Line,Premier League,1.600,£2.14,y,£3.42,£1.28,,,,,,,,,,,,,,
18/01/2020,Fleetwood Town vs Shrewsbury Town,Under 1.0/1.5 FH Goal Line,League One,1.400,£2.14,hw,£2.57,£0.43,,,,,,,,,,,,,,
18/01/2020,Milton Keynes Dons vs Sunderland,Over 0.5/1.0 FH Goal Line,League One,1.550,£2.14,n,£0.00,-£2.14,,,,,,,,,,,,,,
18/01/2020,Huddersfield Town vs Brentford,Over 0.5/1.0 FH Goal Line,Championship,1.600,£2.14,n,£0.00,-£2.14,,,,,,,,,,,,,,
18/01/2020,Preston North End vs Charlton Athletic,Over 0.5/1.0 FH Goal Line,Championship,1.475,£2.14,y,£3.16,£1.02,,,,,,,,,,,,,,
18/01/2020,Newport County vs Swindon Town,Over 0.5/1.0 FH Goal Line,League Two,1.675,£2.14,hw,£2.86,£0.72,,,,,,,,,,,,,,
18/01/2020,Darlington vs Alfreton Town,Over 0.5/1.0 FH Goal Line,National League North,1.500,£2.14,hw,£2.68,£0.54,,,,,,,,,,,,,,
18/01/2020,Guiseley vs Gloucester City,Over 0.5/1.0 FH Goal Line,National League North,1.450,£2.14,hw,£2.62,£0.48,,,,,,,,,,,,,,
18/01/2020,King's Lynn Town vs York City,Over 0.5/1.0 FH Goal Line,National League North,1.450,£2.14,n,£0.00,-£2.14,,,,,,,,,,,,,,
18/01/2020,Southport vs Boston United,Over 1.0 FH Goal Line,National League North,1.900,£2.14,p,£2.14,£0.00,,,,,,,,,,,,,,
18/01/2020,Bath City vs Hemel Hempstead Town,Over 0.5/1.0 FH Goal Line,National League South,1.500,£2.14,n,£0.00,-£2.14,,,,,,,,,,,,,,
18/01/2020,Chelmsford City vs Eastbourne Borough,Over 1.0 FH Goal Line,National League South,1.625,£2.14,y,£3.48,£1.34,,,,,,,,,,,,,,
18/01/2020,Dorking Wanderers vs Billericay Town,Over 0.5/1.0 FH Goal Line,National League South,1.400,£2.14,y,£3.00,£0.86,,,,,,,,,,,,,,
18/01/2020,St Albans City vs Maidstone United,Over 0.5/1.0 FH Goal Line,National League South,1.425,£2.14,n,£0.00,-£2.14,,,,,,,,,,,,,,
18/01/2020,Welling United vs Hungerford Town,Over 0.5/1.0 FH Goal Line,National League South,1.450,£2.14,y,£3.10,£0.96,,,,,,,,,,,,,,
18/01/2020,Annan Athletic vs Stirling Albion,Over 0.5/1.0 FH Goal Line,Scotland League Two,1.550,£2.14,hw,£2.73,£0.59,,,,,,,,,,,,,,
18/01/2020,Elgin City vs Stenhousemuir,Over 0.5/1.0 FH Goal Line,Scotland League Two,1.425,£2.14,y,£3.05,£0.91,,,,,,,,,,,,,,
18/01/2020,Napoli vs Fiorentina,BTTS Yes,Serie A,1.750,£2.14,n,£0.00,-£2.14,,,,,,,,,,,,,,
18/01/2020,Napoli vs Fiorentina,Over 0.5/1.0 FH Goal Line,Serie A,1.450,£2.14,hw,£2.62,£0.48,,,,,,,,,,,,,,
18/01/2020,Napoli vs Fiorentina,Goal In Each Half,Serie A,1.570,£2.14,y,£3.36,£1.22,,,,,,,,,,,,,,
18/01/2020,Napoli vs Fiorentina,Over 3 Match Cards,Serie A,1.400,£2.14,y,£3.00,£0.86,,,,,,,,,,,,,,
18/01/2020,Lazio vs Sampdoria,Over 3 Match Cards,Serie A,1.280,£2.14,y,£2.74,£0.60,,,,,,,,,,,,,,
18/01/2020,Sassuolo vs Torino,Over 0.5/1.0 FH Goal Line,Serie A,1.550,£2.14,hw,£2.73,£0.59,,,,,,,,,,,,,,
18/01/2020,Sassuolo vs Torino,Goal In Each Half,Serie A,1.660,£2.14,y,£3.55,£1.41,,,,,,,,,,,,,,
18/01/2020,Sassuolo vs Torino,Over 3 Match Cards,Serie A,1.180,£2.14,y,£2.53,£0.39,,,,,,,,,,,,,,
18/01/2020,Juve Stabia vs Empoli,Over 0.5/1.0 FH Goal Line,Serie B,1.625,£2.14,hw,£2.81,£0.67,,,,,,,,,,,,,,
18/01/2020,Levante vs Deportivo Alavés,Over 3 Match Cards,La Liga,1.140,£2.14,y,£2.44,£0.30,,,,,,,,,,,,,,
18/01/2020,Osasuna vs Real Valladolid,Over 3 Match Cards,La Liga,1.400,£2.14,y,£3.00,£0.86,,,,,,,,,,,,,,
18/01/2020,Ponferradina vs Rayo Vallecano,Under 11 Match Corners,Spain Segunda,1.360,£2.14,y,£2.91,£0.77,,,,,,,,,,,,,,
18/01/2020,RB Leipzig vs Union Berlin,Over 0.5/1.0 FH Goal Line,Bundesliga,1.300,£2.14,hw,£2.46,£0.32,,,,,,,,,,,,,,
18/01/2020,Fortuna Dusseldorf vs Werder Bremen,Over 0.5/1.0 FH Goal Line,Bundesliga,1.425,£2.14,n,£0.00,-£2.14,,,,,,,,,,,,,,
18/01/2020,Augsburg vs Borussia Dortmund,Over 2.5 Goals,Bundesliga,1.450,£2.14,y,£3.10,£0.96,,,,,,,,,,,,,,
18/01/2020,Augsburg vs Borussia Dortmund,Over 0.5/1.0 FH Goal Line,Bundesliga,1.300,£2.14,hw,£2.46,£0.32,,,,,,,,,,,,,,
18/01/2020,Vitoria Guimaraes vs Santa Clara,Over 9 Match Corners,Primeira Liga,1.400,£2.14,n,£0.00,-£2.14,,,,,,,,,,,,,,
18/01/2020,Feyenoord vs Heerenveen,Over 0.5/1.0 FH Goal Line,Eredivisie,1.325,£2.14,y,£2.84,£0.70,,,,,,,,,,,,,,
18/01/2020,AZ vs Willem II,Over 0.5/1.0 FH Goal Line,Eredivisie,1.350,£2.14,hw,£2.51,£0.37,,,,,,,,,,,,,,
18/01/2020,El Entag El Harby vs Haras El Hodood,Under 1.0/1.5 FH Goal Line,Egypt,1.310,£2.14,hw,£2.47,£0.33,,,,,,,,,,,,,,
18/01/2020,Melbourne City vs Newcastle Jets,Over 2.5 Goals,A-League,1.525,£2.14,n,£0.00,-£2.14,,,,,,,,,,,,,,
18/01/2020,Melbourne City vs Newcastle Jets,Over 0.5/1.0 FH Goal Line,A-League,1.525,£2.14,hw,£2.70,£0.56,,,,,,,,,,,,,,
18/01/2020,Melbourne City vs Newcastle Jets,Goal In Each Half,A-League,1.440,£2.14,y,£3.08,£0.94,£88.50,,,,,,,,,,,,,
19/01/2020,Liverpool vs Manchester United,Over 0.5/1.0 FH Goal Line,Premier League,1.450,£2.21,hw,£2.71,£0.50,,,,,,,,,,,,,,
19/01/2020,Brescia vs Cagliari,Over 3 Match Cards,Serie A,1.140,£2.21,y,£2.52,£0.31,,,,,,,,,,,,,,
19/01/2020,Bologna vs Hellas Verona,Over 0.5/1.0 FH Goal Line,Serie A,1.500,£2.21,hw,£2.76,£0.55,,,,,,,,,,,,,,
19/01/2020,Bologna vs Hellas Verona,Goal In Each Half,Serie A,1.660,£2.21,y,£3.67,£1.46,,,,,,,,,,,,,,
19/01/2020,Bologna vs Hellas Verona,Over 3 Match Cards,Serie A,1.280,£2.21,y,£2.83,£0.62,,,,,,,,,,,,,,
19/01/2020,Lecce vs Internazionale,Over 3 Match Cards,Serie A,1.400,£2.21,y,£3.09,£0.88,,,,,,,,,,,,,,
19/01/2020,Lecce vs Internazionale,Over 4 Match Cards,Serie A,1.800,£2.21,n,£0.00,-£2.21,,,,,,,,,,,,,,
19/01/2020,Genoa vs Roma,Over 3 Match Cards,Serie A,1.140,£2.21,y,£2.52,£0.31,,,,,,,,,,,,,,
19/01/2020,Athletic Club vs Celta Vigo,Over 3 Match Cards,La Liga,1.220,£2.21,y,£2.70,£0.49,,,,,,,,,,,,,,
19/01/2020,Athletic Club vs Celta Vigo,Over 4 Match Cards,La Liga,1.500,£2.21,y,£3.32,£1.11,,,,,,,,,,,,,,
19/01/2020,Cova Piedade vs Nacional,Under 1.0/1.5 FH Goal Line,Segunda Liga,1.450,£2.21,n,£0.00,-£2.21,,,,,,,,,,,,,,
19/01/2020,Casa Pia vs Varzim,Over 0.5/1.0 FH Goal Line,Segunda Liga,1.650,£2.21,hw,£2.93,£0.72,,,,,,,,,,,,,,
19/01/2020,VVV vs PSV,Over 0.5/1.0 FH Goal Line,Eredivisie,1.325,£2.21,n,£0.00,-£2.21,,,,,,,,,,,,,,
19/01/2020,Antalyaspor vs Göztepe,Under 11 Match Corners,Super-Lig,1.500,£2.21,n,£0.00,-£2.21,,,,,,,,,,,,,,
19/01/2020,Antalyaspor vs Göztepe,Under 10 Match Corners,Super-Lig,1.800,£2.21,n,£0.00,-£2.21,,,,,,,,,,,,,,
19/01/2020,Keçiörengücü vs Eskişehirspor,Under 11 Match Corners,Turkey 2,1.440,£2.21,y,£3.18,£0.97,,,,,,,,,,,,,,
19/01/2020,Keçiörengücü vs Eskişehirspor,Under 10 Match Corners,Turkey 2,1.800,£2.21,y,£3.98,£1.77,,,,,,,,,,,,,,
19/01/2020,Xanthi vs Panathinaikos,Under 1.0/1.5 FH Goal Line,Hellas Liga,1.350,£2.21,y,£2.98,£0.77,,,,,,,,,,,,,,
19/01/2020,Pachuca vs Guadalajara,Over 0.5/1.0 FH Goal Line,Liga MX,1.500,£2.21,n,£0.00,-£2.21,,,,,,,,,,,,,,
19/01/2020,Western United vs Central Coast Mariners,Over 0.5/1.0 FH Goal Line,A-League,1.375,£2.21,y,£3.04,£0.83,£86.52,,,,,,,,,,,,,
20/01/2020,Cosenza vs Crotone,Over 0.5/1.0 FH Goal Line,Serie B,1.650,£2.16,hw,£2.86,£0.70,,,,,,,,,,,,,,
20/01/2020,Utrecht II vs Roda JC,Over 0.5/1.0 FH Goal Line,Eerste Divisie,1.325,£2.16,hw,£2.51,£0.35,,,,,,,,,,,,,,
20/01/2020,Rizespor vs Gençlerbirliği,Over 0.5/1.0 FH Goal Line,Super-Lig,1.550,£2.16,n,£0.00,-£2.16,,,,,,,,,,,,,,
20/01/2020,Rizespor vs Gençlerbirliği,Goal In Each Half,Super-Lig,1.660,£2.16,n,£0.00,-£2.16,,,,,,,,,,,,,,
20/01/2020,Balıkesirspor vs Adana Demirspor,Under 2.5 Goals,Turkey 2,1.700,£2.16,n,£0.00,-£2.16,,,,,,,,,,,,,,
20/01/2020,Santos Laguna vs León,Over 0.5/1.0 FH Goal Line,Liga MX,1.350,£2.16,y,£2.92,£0.76,£81.85,,,,,,,,,,,,,
21/01/2020,AFC Bournemouth vs Brighton & Hove Albion,Over 0.5/1.0 FH Goal Line,Premier League,1.550,£2.05,y,£3.18,£1.13,,,,,,,,,,,,,,
21/01/2020,Aston Villa vs Watford,Over 0.5/1.0 FH Goal Line,Premier League,1.525,£2.05,hw,£2.59,£0.54,,,,,,,,,,,,,,
21/01/2020,Sheffield United vs Manchester City,Under 4 Match Cards,Premier League,1.570,£2.05,n,£0.00,-£2.05,,,,,,,,,,,,,,
21/01/2020,Sheffield United vs Manchester City,Under 5 Match Cards,Premier League,1.280,£2.05,n,£0.00,-£2.05,,,,,,,,,,,,,,
21/01/2020,Guiseley vs Darlington,Over 0.5/1.0 FH Goal Line,National League North,1.450,£2.05,y,£2.97,£0.92,,,,,,,,,,,,,,
21/01/2020,Boston United vs Brackley Town,Over 0.5/1.0 FH Goal Line,National League North,1.480,£2.05,n,£0.00,-£2.05,£78.28,,,,,,,,,,,,,
22/01/2020,Manchester United vs Burnley,Under 5 Match Cards,Premier League,1.610,£1.96,y,£3.16,£1.20,,,,,,,,,,,,,,
22/01/2020,Charlton Athletic vs Fulham,Over 0.5/1.0 FH Goal Line,Championship,1.500,£1.96,n,£0.00,-£1.96,£77.52,,,,,,,,,,,,,
23/01/2020,Wolverhampton Wanderers vs Liverpool,Over 0.5/1.0 FH Goal Line,Premier League,1.500,£1.94,hw,£2.43,£0.49,,,,,,,,,,,,,,
23/01/2020,Asteras Tripolis vs Panionios,Over 0.5/1.0 FH Goal Line,Hellas Liga,1.640,£1.94,hw,£2.56,£0.62,£78.63,,,,,,,,,,,,,
24/01/2020,Dunfermline Athletic vs Dundee,Over 0.5/1.0 FH Goal Line,Scotland Championship,1.625,,,,£0.00,,,,,,,,,,,,,,
24/01/2020,Brescia vs Milan,Over 3 Match Cards,Serie A,1.180,,,,£0.00,,,,,,,,,,,,,,
24/01/2020,Empoli vs Chievo,Under 11 Match Corners,Serie B,1.440,,,,£0.00,,,,,,,,,,,,,,
24/01/2020,Osasuna vs Levante,Over 3 Match Cards,La Liga,1.180,,,,£0.00,,,,,,,,,,,,,,
24/01/2020,Auxerre vs Sochaux,Under 2.5 Goals,Ligue 2,1.475,,,,£0.00,,,,,,,,,,,,,,
24/01/2020,Auxerre vs Sochaux,Under 1.0/1.5 FH Goal Line,Ligue 2,1.350,,,,£0.00,,,,,,,,,,,,,,
24/01/2020,Valenciennes vs Le Mans,Under 11 Match Corners,Ligue 2,1.300,,,,£0.00,,,,,,,,,,,,,,
24/01/2020,Béziers vs Dunkerque,Over 0.5/1.0 FH Goal Line,National 1,1.700,,,,£0.00,,,,,,,,,,,,,,
24/01/2020,Gazélec Ajaccio vs Toulon,Under 2.5 Goals,National 1,1.500,,,,£0.00,,,,,,,,,,,,,,
24/01/2020,Lyon Duchère vs Villefranche,Over 0.5/1.0 FH Goal Line,National 1,1.800,,,,£0.00,,,,,,,,,,,,,,
24/01/2020,Dordrecht vs Eindhoven,Over 0.5/1.0 FH Goal Line,Eerste Divisie,1.330,,,,£0.00,,,,,,,,,,,,,,
24/01/2020,Roda JC vs Volendam,Over 0.5/1.0 FH Goal Line,Eerste Divisie,1.320,,,,£0.00,,,,,,,,,,,,,,
24/01/2020,Telstar vs TOP Oss,Over 0.5/1.0 FH Goal Line,Eerste Divisie,1.420,,,,£0.00,,,,,,,,,,,,,,
24/01/2020,Telstar vs TOP Oss,Goal In Each Half,Eerste Divisie,1.530,,,,£0.00,,,,,,,,,,,,,,
24/01/2020,Wellington Phoenix vs Newcastle Jets,Over 0.5/1.0 FH Goal Line,A-League,1.400,,,,£0.00,,,,,,,,,,,,,,
24/01/2020,Melbourne Victory vs Sydney,Over 0.5/1.0 FH Goal Line,A-League,1.425,,,,£0.00,,,,,,,,,,,,,,
1/25/2020,Scunthorpe United vs Crewe Alexandra,BTTS Yes,League Two,1.530,,,,£0.00,,,,,,,,,,,,,,
1/25/2020,Scunthorpe United vs Crewe Alexandra,Over 0.5/1.0 FH Goal Line,League Two,1.450,,,,£0.00,,,,,,,,,,,,,,
1/25/2020,Scunthorpe United vs Crewe Alexandra,Goal In Each Half,League Two,1.570,,,,£0.00,,,,,,,,,,,,,,
1/25/2020,Torquay United vs Ebbsfleet United,Over 0.5/1.0 FH Goal Line,National League,1.425,,,,£0.00,,,,,,,,,,,,,,
1/25/2020,Altrincham vs Bradford (Park Avenue),Over 0.5/1.0 FH Goal Line,National League North,1.300,,,,£0.00,,,,,,,,,,,,,,
1/25/2020,Chippenham Town vs Havant & Waterlooville,Over 0.5/1.0 FH Goal Line,National League South,1.425,,,,£0.00,,,,,,,,,,,,,,
1/25/2020,Maidstone United vs Oxford City,BTTS Yes,National League South,1.570,,,,£0.00,,,,,,,,,,,,,,
1/25/2020,Weymouth vs Dorking Wanderers,Over 0.5/1.0 FH Goal Line,National League South,1.450,,,,£0.00,,,,,,,,,,,,,,
1/25/2020,Motherwell vs Hibernian,Over 0.5/1.0 FH Goal Line,Scotland Premier,1.550,,,,£0.00,,,,,,,,,,,,,,
1/25/2020,St. Johnstone vs Kilmarnock,Under 1.0/1.5 FH Goal Line,Scotland Premier,1.340,,,,£0.00,,,,,,,,,,,,,,
1/25/2020,Clyde vs East Fife,Over 0.5/1.0 FH Goal Line,Scotland League One,1.500,,,,£0.00,,,,,,,,,,,,,,
1/25/2020,Peterhead vs Dumbarton,Over 0.5/1.0 FH Goal Line,Scotland League One,1.500,,,,£0.00,,,,,,,,,,,,,,
1/25/2020,Raith Rovers vs Montrose,Over 0.5/1.0 FH Goal Line,Scotland League One,1.475,,,,£0.00,,,,,,,,,,,,,,
1/25/2020,Cowdenbeath vs Brechin City,Over 0.5/1.0 FH Goal Line,Scotland League Two,1.450,,,,£0.00,,,,,,,,,,,,,,
1/25/2020,Torino vs Atalanta,Over 0.5/1.0 FH Goal Line,Serie A,1.400,,,,£0.00,,,,,,,,,,,,,,
1/25/2020,Torino vs Atalanta,Over 3 Match Cards,Serie A,1.090,,,,£0.00,,,,,,,,,,,,,,
1/25/2020,Torino vs Atalanta,Over 4 Match Cards,Serie A,1.250,,,,£0.00,,,,,,,,,,,,,,
1/25/2020,Fiorentina vs Genoa,Under 11 Match Corners,Serie A,1.660,,,,£0.00,,,,,,,,,,,,,,
1/25/2020,Fiorentina vs Genoa,Under 10 Match Corners,Serie A,2.100,,,,£0.00,,,,,,,,,,,,,,
1/25/2020,Cittadella vs Benevento,Over 0.5/1.0 FH Goal Line,Serie B,1.600,,,,£0.00,,,,,,,,,,,,,,
1/25/2020,Deportivo Alavés vs Villarreal,Under 1.0/1.5 FH Goal Line,La Liga,1.500,,,,£0.00,,,,,,,,,,,,,,
1/25/2020,Sevilla vs Granada,Over 3 Match Cards,La Liga,1.120,,,,£0.00,,,,,,,,,,,,,,
1/25/2020,Las Palmas vs Tenerife,Under 11 Match Corners,Spain Segunda,1.360,,,,£0.00,,,,,,,,,,,,,,
1/25/2020,Sporting Gijón vs Fuenlabrada,Under 2.5 Goals,Spain Segunda,1.400,,,,£0.00,,,,,,,,,,,,,,
1/25/2020,Sporting Gijón vs Fuenlabrada,Under 1.0/1.5 FH Goal Line,Spain Segunda,1.300,,,,£0.00,,,,,,,,,,,,,,
1/25/2020,Eintracht Frankfurt vs RB Leipzig,Over 2.5 Goals,Bundesliga,1.425,,,,£0.00,,,,,,,,,,,,,,
1/25/2020,Eintracht Frankfurt vs RB Leipzig,Over 0.5/1.0 FH Goal Line,Bundesliga,1.300,,,,£0.00,,,,,,,,,,,,,,
1/25/2020,Eintracht Frankfurt vs RB Leipzig,Goal In Each Half,Bundesliga,1.400,,,,£0.00,,,,,,,,,,,,,,
1/25/2020,Magdeburg vs Zwickau,Over 0.5/1.0 FH Goal Line,3. Liga,1.600,,,,£0.00,,,,,,,,,,,,,,
1/25/2020,MSV Duisburg vs Ingolstadt,Over 0.5/1.0 FH Goal Line,3. Liga,1.425,,,,£0.00,,,,,,,,,,,,,,
1/25/2020,Chemnitzer FC vs Viktoria Köln,BTTS Yes,3. Liga,1.530,,,,£0.00,,,,,,,,,,,,,,
1/25/2020,Heerenveen vs AZ,Over 0.5/1.0 FH Goal Line,Eredivisie,1.500,,,,£0.00,,,,,,,,,,,,,,
1/25/2020,RKC Waalwijk vs VVV,Over 0.5/1.0 FH Goal Line,Eredivisie,1.450,,,,£0.00,,,,,,,,,,,,,,
1/25/2020,Hapoel Haifa vs Hapoel Ra'anana,Under 11 Match Corners,Isreal,,,,,£0.00,,,,,,,,,,,,,,
1/25/2020,Unión vs Argentinos Juniors,Under 2.5 Goals,Argentina,1.440,,,,£0.00,,,,,,,,,,,,,,
1/25/2020,Central Coast Mariners vs Brisbane Roar,Over 0.5/1.0 FH Goal Line,A-League,1.425,,,,£0.00,,,,,,,,,,,,,,
1/25/2020,Melbourne City vs Perth Glory,Over 0.5/1.0 FH Goal Line,A-League,1.425,,,,£0.00,,,,,,,,,,,,,,
